rho,gamma,alpha,kappa,beta_judge,top1_hit,top3_hit,posterior_consistency,map_match_rate,weighted_score
0.8,0.2,5.0,0.2,4.0,0.3523489932885906,0.7684563758389261,0.5445329132534129,0.7159090909090909,0.707907497842873
0.9,0.0,3.0,0.2,2.0,0.3523489932885906,0.7416107382550335,0.5085864607252352,0.7765151515151515,0.7054772067271093
0.7,0.0,7.0,0.2,4.0,0.33557046979865773,0.7181208053691275,0.5558546866482482,0.7803030303030303,0.7043222491051224
0.9,0.0,7.0,0.2,4.0,0.3288590604026846,0.6912751677852349,0.5717470526244889,0.8143939393939394,0.704305176235697
0.9,0.0,5.0,0.4,4.0,0.3422818791946309,0.7516778523489933,0.5340706625413277,0.7386363636363636,0.7042439677736713
0.8,0.0,7.0,0.4,4.0,0.3523489932885906,0.7550335570469798,0.5482893868862141,0.7234848484848485,0.7042201104461873
0.8,0.2,7.0,0.3,4.0,0.36577181208053694,0.7483221476510067,0.5561928869757659,0.7272727272727273,0.7035814694024747
0.8,0.4,7.0,0.2,4.0,0.35570469798657717,0.7583892617449665,0.5643088466814564,0.7045454545454546,0.7034200365724109
0.7,0.2,7.0,0.2,2.0,0.33557046979865773,0.7583892617449665,0.5522600808301698,0.7121212121212122,0.7032830106748809
0.8,0.4,7.0,0.2,2.0,0.3859060402684564,0.7583892617449665,0.5649916384852276,0.7007575757575758,0.7024202312968015
0.9,0.6,5.0,0.2,4.0,0.35570469798657717,0.7550335570469798,0.5411248041950556,0.7196969696969697,0.7016508302715919
0.8,0.2,7.0,0.2,2.0,0.348993288590604,0.7281879194630873,0.5622762867565484,0.7462121212121212,0.7004128534464896
0.9,0.2,7.0,0.4,4.0,0.3523489932885906,0.7248322147651006,0.5639327904549203,0.75,0.7002026654735344
0.9,0.8,7.0,0.4,4.0,0.3724832214765101,0.7785234899328859,0.5486450309563515,0.6704545454545454,0.7001271147940769
0.7,0.4,7.0,0.2,4.0,0.35570469798657717,0.7818791946308725,0.5513603609732773,0.6628787878787878,0.7000753058737281
0.9,0.4,7.0,0.3,4.0,0.348993288590604,0.714765100671141,0.5699294876353024,0.7613636363636364,0.6997775387717218
0.9,0.0,5.0,0.4,2.0,0.3422818791946309,0.7315436241610739,0.5439939522369065,0.75,0.6995706025279183
0.9,0.8,7.0,0.4,2.0,0.33557046979865773,0.761744966442953,0.5365433411894533,0.7045454545454546,0.6995447878230036
0.9,0.4,5.0,0.4,4.0,0.35570469798657717,0.7550335570469798,0.5422105057119269,0.7083333333333334,0.6984588796658753
0.7,0.0,7.0,0.3,2.0,0.33221476510067116,0.7449664429530202,0.5445066396666007,0.7196969696969697,0.6972936403189212
0.9,0.8,5.0,0.2,4.0,0.348993288590604,0.761744966442953,0.5473115358441676,0.6893939393939394,0.6971529722084918
0.9,0.4,5.0,0.3,2.0,0.3691275167785235,0.7516778523489933,0.5318276561493114,0.7159090909090909,0.6969771846770861
0.9,0.2,7.0,0.4,2.0,0.3422818791946309,0.7214765100671141,0.5630088235142329,0.7424242424242424,0.6960672924636764
0.9,0.0,3.0,0.3,4.0,0.3389261744966443,0.7348993288590604,0.5111555127384454,0.7537878787878788,0.6958171306135829
0.8,0.0,7.0,0.3,4.0,0.35906040268456374,0.714765100671141,0.5658317034824716,0.75,0.6955488910320647
0.9,0.2,3.0,0.2,2.0,0.35906040268456374,0.7516778523489933,0.5063692403820672,0.7272727272727273,0.6952945924327283
0.9,0.0,3.0,0.2,4.0,0.34563758389261745,0.7281879194630873,0.5075149472842377,0.7651515151515151,0.6951424037338457
0.6,0.0,7.0,0.2,2.0,0.33221476510067116,0.7281879194630873,0.5464457593609773,0.7386363636363636,0.6949740206946482
0.9,0.8,5.0,0.2,2.0,0.3624161073825503,0.7583892617449665,0.550347930466795,0.6856060606060606,0.6949460351476604
0.8,0.2,7.0,0.3,2.0,0.33221476510067116,0.7449664429530202,0.542580395128493,0.7121212121212122,0.6946356641385724
0.5,0.0,7.0,0.2,2.0,0.348993288590604,0.7348993288590604,0.5444932760567378,0.7234848484848485,0.6933937741863323
0.9,0.6,5.0,0.2,2.0,0.3523489932885906,0.7516778523489933,0.5320687834280334,0.7007575757575758,0.6924799555873761
0.5,0.0,7.0,0.2,4.0,0.33557046979865773,0.738255033557047,0.544908829429129,0.7121212121212122,0.691745646300713
0.9,0.4,5.0,0.4,2.0,0.34563758389261745,0.761744966442953,0.5352737417379041,0.678030303030303,0.6913363224781481
0.8,0.0,5.0,0.3,2.0,0.348993288590604,0.7348993288590604,0.5449707360162067,0.7159090909090909,0.691216538905499
0.9,0.6,7.0,0.4,2.0,0.348993288590604,0.7348993288590604,0.5502151919218834,0.7121212121212122,0.6911290664502705
0.9,0.6,5.0,0.3,2.0,0.3523489932885906,0.7449664429530202,0.5415148631902672,0.7007575757575758,0.6910134668418363
0.7,0.0,5.0,0.3,4.0,0.3288590604026846,0.761744966442953,0.5278081493840606,0.6818181818181818,0.6909795676437432
0.8,0.0,5.0,0.4,2.0,0.33557046979865773,0.7684563758389261,0.5164353617212865,0.678030303030303,0.6909243511728113
0.7,0.0,7.0,0.4,2.0,0.3859060402684564,0.7684563758389261,0.5390178007495597,0.6628787878787878,0.6908953844330114
0.8,0.2,7.0,0.2,4.0,0.3523489932885906,0.7181208053691275,0.5502434925038528,0.7386363636363636,0.6907000102762434
0.9,0.8,5.0,0.3,4.0,0.34563758389261745,0.7785234899328859,0.5278617097338377,0.6515151515151515,0.690288632367756
0.6,0.0,7.0,0.3,4.0,0.348993288590604,0.7483221476510067,0.5446445170561003,0.6893939393939394,0.6899081590549052
0.8,0.2,5.0,0.3,4.0,0.348993288590604,0.7684563758389261,0.5321629718362179,0.6628787878787878,0.689524418650343
0.9,0.2,3.0,0.3,4.0,0.348993288590604,0.761744966442953,0.5081982340653836,0.6893939393939394,0.689330311852735
0.9,0.4,5.0,0.3,4.0,0.32550335570469796,0.7416107382550335,0.5349127549523046,0.7045454545454546,0.6891515564816141
0.9,0.2,3.0,0.3,2.0,0.34563758389261745,0.761744966442953,0.5128479963529385,0.6856060606060606,0.6891239006738824
0.8,0.2,7.0,0.4,4.0,0.33557046979865773,0.7583892617449665,0.5339548674270348,0.6742424242424242,0.6882583316306174
0.9,0.8,5.0,0.4,2.0,0.3691275167785235,0.7785234899328859,0.5338338491487665,0.6401515151515151,0.6880739693416508
0.9,0.2,3.0,0.2,4.0,0.36577181208053694,0.7449664429530202,0.5084501202417764,0.7121212121212122,0.687809609161229
0.7,0.0,7.0,0.3,4.0,0.3523489932885906,0.7281879194630873,0.543883600338072,0.7159090909090909,0.6876434070718853
0.9,0.8,5.0,0.3,2.0,0.3422818791946309,0.7718120805369127,0.5253987854529159,0.6553030303030303,0.6875767064499486
0.9,0.6,7.0,0.3,2.0,0.3691275167785235,0.7416107382550335,0.548551072042447,0.6893939393939394,0.687333765354188
0.9,0.4,3.0,0.2,2.0,0.34563758389261745,0.7483221476510067,0.5140027084288745,0.7007575757575758,0.687188888238551
0.8,0.0,7.0,0.4,2.0,0.31543624161073824,0.7315436241610739,0.5316128839905708,0.7159090909090909,0.6868671161513784
0.9,0.0,3.0,0.3,2.0,0.3422818791946309,0.7214765100671141,0.5049869833705602,0.75,0.686735651707669
0.9,0.2,5.0,0.3,2.0,0.33557046979865773,0.7181208053691275,0.5357123918607806,0.7348484848484849,0.6866574265112653
0.6,0.0,5.0,0.2,2.0,0.34563758389261745,0.7281879194630873,0.5327272970737975,0.7196969696969697,0.6865485100553941
0.9,0.4,3.0,0.4,2.0,0.348993288590604,0.7751677852348994,0.5100019004596864,0.6553030303030303,0.6861751818002961
0.7,0.0,5.0,0.2,2.0,0.34563758389261745,0.7348993288590604,0.5308439993517216,0.7083333333333334,0.6861184642998746
0.9,0.8,3.0,0.2,4.0,0.38926174496644295,0.785234899328859,0.5108318695195951,0.6363636363636364,0.6856929144774394
0.9,0.6,5.0,0.4,2.0,0.3691275167785235,0.7684563758389261,0.5288822171083238,0.6515151515151515,0.6854591767956733
0.9,0.4,3.0,0.3,4.0,0.35906040268456374,0.7651006711409396,0.5163282520596114,0.6628787878787878,0.6846796223460284
0.7,0.2,5.0,0.2,2.0,0.33557046979865773,0.7583892617449665,0.5256559019139112,0.6628787878787878,0.6831894476189019
0.7,0.2,5.0,0.2,4.0,0.37919463087248323,0.7684563758389261,0.5313766838842803,0.6401515151515151,0.6825489792417737
0.6,0.0,5.0,0.3,2.0,0.35906040268456374,0.7550335570469798,0.5279380362849267,0.6628787878787878,0.6819680221441117
0.6,0.2,5.0,0.2,4.0,0.3389261744966443,0.7785234899328859,0.517777049449591,0.6287878787878788,0.6814535184927247
0.6,0.0,5.0,0.2,4.0,0.3288590604026846,0.7315436241610739,0.5308804595164073,0.696969696969697,0.6810388130747276
0.5,0.0,5.0,0.2,4.0,0.348993288590604,0.7449664429530202,0.5200428737488662,0.6818181818181818,0.6810372507717378
0.8,0.2,5.0,0.2,2.0,0.3724832214765101,0.7348993288590604,0.5391249599551179,0.6856060606060606,0.680956474602372
0.6,0.2,7.0,0.2,4.0,0.34563758389261745,0.7483221476510067,0.5334550521618844,0.6628787878787878,0.6797157206215165
0.8,0.4,5.0,0.2,2.0,0.35570469798657717,0.7718120805369127,0.5194943675293826,0.6325757575757576,0.6795776410470602
0.8,0.0,3.0,0.2,4.0,0.3389261744966443,0.7449664429530202,0.5006903373461961,0.6893939393939394,0.6794394707639312
0.9,0.4,3.0,0.3,2.0,0.36577181208053694,0.7684563758389261,0.520831661504492,0.6363636363636364,0.6793036111294524
0.9,0.4,3.0,0.2,4.0,0.3422818791946309,0.7416107382550335,0.5133877226206892,0.6856060606060606,0.6791647318334728
0.8,0.6,7.0,0.2,4.0,0.3389261744966443,0.7516778523489933,0.5450113688301821,0.6477272727272727,0.6791593817587149
0.8,0.4,7.0,0.3,2.0,0.3389261744966443,0.7583892617449665,0.5339027658893264,0.6439393939393939,0.6791570022321667
0.8,0.4,7.0,0.3,4.0,0.34563758389261745,0.7583892617449665,0.5377336613647715,0.6401515151515151,0.6787868176908921
0.7,0.0,7.0,0.4,4.0,0.3389261744966443,0.738255033557047,0.5359975628534441,0.6742424242424242,0.6785997566219396
0.8,0.0,3.0,0.2,2.0,0.3389261744966443,0.7416107382550335,0.49885075381378463,0.6931818181818182,0.6785300653448192
0.8,0.6,7.0,0.2,2.0,0.3523489932885906,0.7483221476510067,0.5324062304830344,0.6590909090909091,0.678369592649383
0.8,0.6,7.0,0.3,2.0,0.3422818791946309,0.7818791946308725,0.5265095634933847,0.6060606060606061,0.678059691832295
0.9,0.6,3.0,0.2,4.0,0.35906040268456374,0.7550335570469798,0.5172200609586749,0.6553030303030303,0.677551699806134
0.8,0.4,5.0,0.2,4.0,0.36577181208053694,0.7583892617449665,0.5255773898465267,0.6439393939393939,0.6774919270236067
0.9,0.8,5.0,0.4,4.0,0.35570469798657717,0.7684563758389261,0.5307481596294706,0.6212121212121212,0.6767414562089935
0.5,0.0,5.0,0.2,2.0,0.34563758389261745,0.738255033557047,0.519257030144844,0.678030303030303,0.6763880137165832
0.6,0.0,3.0,0.2,4.0,0.3389261744966443,0.761744966442953,0.49854580492373,0.6515151515151515,0.676036189660768
0.8,0.4,5.0,0.3,2.0,0.3389261744966443,0.785234899328859,0.5125960267452421,0.6022727272727273,0.6758184731952962
0.9,0.2,3.0,0.4,4.0,0.35570469798657717,0.7483221476510067,0.5006775019471393,0.6704545454545454,0.6754329378512948
0.7,0.6,7.0,0.2,4.0,0.35906040268456374,0.7919463087248322,0.5219226302665931,0.5833333333333334,0.6753576804157347
0.6,0.2,7.0,0.2,2.0,0.37583892617449666,0.7416107382550335,0.5382413554038291,0.6553030303030303,0.6750445492991917
0.8,0.4,5.0,0.3,4.0,0.348993288590604,0.7751677852348994,0.5268141651914706,0.6060606060606061,0.6747649074739257
0.5,0.2,7.0,0.2,4.0,0.3523489932885906,0.761744966442953,0.5366835661262809,0.6212121212121212,0.6745728328103691
0.9,0.6,5.0,0.4,4.0,0.35570469798657717,0.7449664429530202,0.5270301087135506,0.6553030303030303,0.6744801523101294
0.9,0.6,3.0,0.3,2.0,0.36577181208053694,0.7718120805369127,0.5105903809526101,0.6212121212121212,0.6743877528226148
0.9,0.0,3.0,0.4,4.0,0.33557046979865773,0.7348993288590604,0.4945497559686023,0.6931818181818182,0.6743141610777962
0.7,0.2,7.0,0.3,2.0,0.35906040268456374,0.7483221476510067,0.5271964715601164,0.6477272727272727,0.6739185499557084
0.5,0.0,7.0,0.3,4.0,0.3389261744966443,0.7483221476510067,0.5306173073938676,0.6439393939393939,0.6734663534860951
0.8,0.4,3.0,0.2,2.0,0.37583892617449666,0.7785234899328859,0.5110986144923415,0.6060606060606061,0.673299649683093
0.8,0.2,5.0,0.4,4.0,0.35570469798657717,0.7583892617449665,0.5151407329433696,0.6363636363636364,0.6731318683702481
0.8,0.8,7.0,0.2,2.0,0.35906040268456374,0.7885906040268457,0.5187134422559193,0.5833333333333334,0.6730379904646067
0.8,0.8,7.0,0.2,4.0,0.3691275167785235,0.7785234899328859,0.5267489906500845,0.5946969696969697,0.6730206340055507
0.6,0.0,3.0,0.2,2.0,0.3389261744966443,0.761744966442953,0.49931824603720265,0.6401515151515151,0.6727815869743715
0.7,0.0,5.0,0.2,4.0,0.3389261744966443,0.7046979865771812,0.5166674572203064,0.7234848484848485,0.6727279392781065
0.7,0.4,7.0,0.2,2.0,0.348993288590604,0.7550335570469798,0.5307005882566078,0.6287878787878788,0.6722932598111752
0.5,0.2,7.0,0.2,2.0,0.35570469798657717,0.7516778523489933,0.5384274345569513,0.6287878787878788,0.6721607767222505
0.9,0.2,3.0,0.4,2.0,0.348993288590604,0.7483221476510067,0.4988892308858562,0.6590909090909091,0.6716661927299473
0.9,0.6,3.0,0.2,2.0,0.3389261744966443,0.7516778523489933,0.5059066662755084,0.6477272727272727,0.6713384412477802
0.8,0.0,3.0,0.3,4.0,0.348993288590604,0.7348993288590604,0.5075178588361856,0.6742424242424242,0.6712259634694946
0.7,0.0,3.0,0.2,4.0,0.34563758389261745,0.7483221476510067,0.5019752151514373,0.6553030303030303,0.6711470259466998
0.7,0.2,7.0,0.4,4.0,0.3523489932885906,0.7684563758389261,0.5302187989208402,0.6022727272727273,0.6709537658854493
0.7,0.2,7.0,0.3,4.0,0.35570469798657717,0.738255033557047,0.5307343304835126,0.6515151515151515,0.6707289283297715
0.8,0.6,7.0,0.3,4.0,0.34563758389261745,0.761744966442953,0.5336500389901265,0.6098484848484849,0.6705570364740473
0.6,0.0,7.0,0.4,2.0,0.35906040268456374,0.7583892617449665,0.529156943155861,0.6174242424242424,0.6702532922309282
0.8,0.2,5.0,0.3,2.0,0.3389261744966443,0.7449664429530202,0.5191387357492079,0.6439393939393939,0.6694927868081698
0.9,0.8,3.0,0.3,4.0,0.35570469798657717,0.7718120805369127,0.5083090447198884,0.6060606060606061,0.6693860310306159
0.9,0.6,3.0,0.3,4.0,0.348993288590604,0.7483221476510067,0.5143933613876096,0.6401515151515151,0.6690852006484798
0.9,0.6,5.0,0.3,4.0,0.3523489932885906,0.7181208053691275,0.5372182609385571,0.6742424242424242,0.6687767821450025
0.8,0.6,5.0,0.2,2.0,0.35906040268456374,0.7718120805369127,0.5275214762114326,0.5909090909090909,0.6686830627834702
0.8,0.4,7.0,0.4,4.0,0.3523489932885906,0.7583892617449665,0.536939418658928,0.6060606060606061,0.6684006964224507
0.8,0.6,5.0,0.2,4.0,0.3523489932885906,0.7651006711409396,0.5179319237621054,0.6060606060606061,0.6679549021410728
0.8,0.0,3.0,0.3,2.0,0.35906040268456374,0.7449664429530202,0.4992526806585106,0.6515151515151515,0.6677883030627576
0.8,0.2,3.0,0.2,4.0,0.3389261744966443,0.761744966442953,0.4904554815700528,0.6287878787878788,0.6675999431718507
0.9,0.0,3.0,0.4,2.0,0.33221476510067116,0.7281879194630873,0.49716899915234875,0.678030303030303,0.6669368504711043
0.7,0.2,3.0,0.2,4.0,0.3389261744966443,0.7751677852348994,0.4975884669823212,0.5984848484848485,0.6666470405593684
0.8,0.0,5.0,0.4,4.0,0.3691275167785235,0.7248322147651006,0.5200153430538339,0.6666666666666666,0.6664191759933171
0.8,0.2,3.0,0.2,2.0,0.36577181208053694,0.7315436241610739,0.5143425785657022,0.6590909090909091,0.6663676005209501
0.6,0.4,7.0,0.2,4.0,0.37583892617449666,0.7651006711409396,0.5208947482427322,0.5984848484848485,0.6662747397644708
0.9,0.6,3.0,0.4,4.0,0.33557046979865773,0.7785234899328859,0.491344299928626,0.5946969696969697,0.665939695861259
0.6,0.0,5.0,0.3,4.0,0.3624161073825503,0.7416107382550335,0.5264505913066997,0.6325757575757576,0.665868214661584
0.8,0.8,7.0,0.3,4.0,0.348993288590604,0.785234899328859,0.5183352201641682,0.5643939393939394,0.665602675515445
0.7,0.0,3.0,0.2,2.0,0.33221476510067116,0.7449664429530202,0.4885502017327962,0.6477272727272727,0.6645114436412511
0.8,0.2,7.0,0.4,2.0,0.3389261744966443,0.7348993288590604,0.5306546318515954,0.6363636363636364,0.6644896817089402
0.5,0.0,7.0,0.3,2.0,0.348993288590604,0.7348993288590604,0.5304909766034772,0.6363636363636364,0.6644569506593165
0.9,0.4,3.0,0.4,4.0,0.3422818791946309,0.761744966442953,0.49498851278654543,0.6136363636363636,0.6639610948696947
0.9,0.8,3.0,0.3,2.0,0.3422818791946309,0.7785234899328859,0.4863064799473638,0.5909090909090909,0.663795768228643
0.9,0.8,3.0,0.2,2.0,0.3389261744966443,0.7516778523489933,0.49444332730027885,0.6287878787878788,0.6633639552709161
0.8,0.0,3.0,0.4,4.0,0.33221476510067116,0.7483221476510067,0.4885547936923843,0.6363636363636364,0.6627811234730712
0.8,0.2,3.0,0.3,2.0,0.3389261744966443,0.761744966442953,0.4946372778027517,0.6098484848484849,0.6627544842365723
0.7,0.4,7.0,0.3,2.0,0.37583892617449666,0.7583892617449665,0.5255829331512091,0.5946969696969697,0.662720308411816
0.8,0.2,5.0,0.4,2.0,0.34563758389261745,0.7483221476510067,0.5141345726701356,0.6174242424242424,0.6622152610868032
0.7,0.4,5.0,0.2,4.0,0.34563758389261745,0.7583892617449665,0.5112914405594817,0.6022727272727273,0.6621347371661979
0.7,0.4,7.0,0.3,4.0,0.35906040268456374,0.7684563758389261,0.5255535190717213,0.5757575757575758,0.66206616446108
0.7,0.2,7.0,0.4,2.0,0.348993288590604,0.7483221476510067,0.5206857382853175,0.6098484848484849,0.6612527669371123
0.5,0.4,7.0,0.2,2.0,0.36577181208053694,0.7818791946308725,0.5145070238980379,0.5568181818181818,0.6608864566404984
0.6,0.2,7.0,0.3,2.0,0.348993288590604,0.761744966442953,0.5246899451764496,0.5833333333333334,0.6608104722567665
0.7,0.0,5.0,0.3,2.0,0.3288590604026846,0.738255033557047,0.509282906451661,0.6325757575757576,0.660756825341583
0.9,0.6,3.0,0.4,2.0,0.33557046979865773,0.7684563758389261,0.4954352695804914,0.5909090909090909,0.6605879691082887
0.8,0.2,3.0,0.4,2.0,0.33557046979865773,0.7919463087248322,0.48140313116164607,0.5606060606060606,0.6604355987765635
0.8,0.8,5.0,0.2,4.0,0.35570469798657717,0.7684563758389261,0.5172457669065051,0.5757575757575758,0.6604046140280367
0.6,0.0,7.0,0.3,2.0,0.3422818791946309,0.7114093959731543,0.5387996982659639,0.6553030303030303,0.660055546730679
0.7,0.6,7.0,0.2,2.0,0.34563758389261745,0.7651006711409396,0.5178773206585103,0.5795454545454546,0.6599894360658082
0.8,0.6,7.0,0.4,4.0,0.35570469798657717,0.7583892617449665,0.5285796100136239,0.5833333333333334,0.6599105528752081
0.6,0.6,7.0,0.2,4.0,0.35906040268456374,0.7718120805369127,0.5200035882760042,0.5643939393939394,0.659224939741839
0.7,0.4,5.0,0.2,2.0,0.348993288590604,0.7449664429530202,0.5219299856479324,0.6060606060606061,0.6586874004242784
0.9,0.8,3.0,0.4,2.0,0.34563758389261745,0.7651006711409396,0.49949626995732416,0.5871212121212122,0.6585859531982983
0.8,0.4,7.0,0.4,2.0,0.33557046979865773,0.7348993288590604,0.528732440237847,0.6174242424242424,0.6584234252043724
0.8,0.4,5.0,0.4,4.0,0.3389261744966443,0.7651006711409396,0.5025722886663527,0.5833333333333334,0.6580647933037405
0.8,0.6,3.0,0.3,4.0,0.3523489932885906,0.7919463087248322,0.48974296908322357,0.5454545454545454,0.6575581118154243
0.7,0.4,3.0,0.2,4.0,0.348993288590604,0.7785234899328859,0.4999531266302251,0.5568181818181818,0.6562978248379425
0.8,0.2,3.0,0.3,4.0,0.34563758389261745,0.761744966442953,0.49623279471354725,0.5871212121212122,0.6562554058005496
0.6,0.4,5.0,0.2,4.0,0.37583892617449666,0.7751677852348994,0.5040388944920915,0.5568181818181818,0.6554371260613225
0.8,0.8,5.0,0.2,2.0,0.37919463087248323,0.7651006711409396,0.5063522570534302,0.571969696969697,0.655411696072065
0.6,0.4,7.0,0.2,2.0,0.348993288590604,0.7583892617449665,0.5172956343555974,0.5757575757575758,0.6553810304708755
0.7,0.6,7.0,0.3,4.0,0.3724832214765101,0.761744966442953,0.5125278111086072,0.571969696969697,0.6549689545341071
0.5,0.4,7.0,0.2,4.0,0.35570469798657717,0.7751677852348994,0.5116746872495236,0.5492424242424242,0.6546915573400817
0.7,0.0,5.0,0.4,4.0,0.3221476510067114,0.7416107382550335,0.5043046392897,0.6098484848484849,0.6546208424400022
0.5,0.0,3.0,0.2,4.0,0.348993288590604,0.7449664429530202,0.48989386407299446,0.6136363636363636,0.6545529033820181
0.7,0.2,5.0,0.3,4.0,0.3422818791946309,0.7550335570469798,0.5093532262977094,0.5833333333333334,0.6543874237830318
0.9,0.8,3.0,0.4,4.0,0.35570469798657717,0.7651006711409396,0.49554585130916523,0.5757575757575758,0.6543867785595756
0.8,0.6,5.0,0.3,2.0,0.3523489932885906,0.7785234899328859,0.5053658366426895,0.5454545454545454,0.6539712759313444
0.7,0.4,7.0,0.4,4.0,0.3523489932885906,0.7718120805369127,0.5045907048136685,0.5568181818181818,0.6538696357766447
0.8,0.4,3.0,0.2,4.0,0.3523489932885906,0.7483221476510067,0.4950015604513752,0.6022727272727273,0.6538432040975966
