rho,gamma,alpha,kappa,beta_judge,top1_hit,top3_hit,posterior_consistency,map_match_rate,weighted_score
0.6,0.2,5.0,0.2,2.0,0.3724832214765101,0.7449664429530202,0.5131631398527299,0.5946969696969697,0.6535249403561469
0.7,0.8,7.0,0.2,2.0,0.3624161073825503,0.7953020134228188,0.49430430166477085,0.5227272727272727,0.6533300488625453
0.7,0.4,3.0,0.2,2.0,0.348993288590604,0.7785234899328859,0.49636909500539966,0.5492424242424242,0.6533082912402501
0.8,0.6,7.0,0.4,2.0,0.33221476510067116,0.7550335570469798,0.5084196792219055,0.5795454545454546,0.6530643507315074
0.8,0.8,7.0,0.3,2.0,0.3422818791946309,0.7751677852348994,0.49759190073890575,0.553030303030303,0.6530113636743217
0.6,0.2,3.0,0.2,4.0,0.35570469798657717,0.761744966442953,0.49491185655811165,0.5757575757575758,0.6525821272603716
0.6,0.2,7.0,0.3,4.0,0.36577181208053694,0.7449664429530202,0.5191799832669081,0.5871212121212122,0.6524555817662553
0.6,0.0,7.0,0.4,4.0,0.348993288590604,0.7315436241610739,0.5167039143337517,0.6098484848484849,0.6520671404018328
0.5,0.0,7.0,0.4,4.0,0.3523489932885906,0.7281879194630873,0.5252006581868014,0.6060606060606061,0.6509522731870857
0.7,0.2,3.0,0.3,4.0,0.3624161073825503,0.7550335570469798,0.5035200915336417,0.5757575757575758,0.6509480695574911
0.7,0.4,5.0,0.3,2.0,0.3422818791946309,0.7751677852348994,0.49851734072244164,0.5454545454545454,0.6509237243983017
0.5,0.2,3.0,0.2,4.0,0.348993288590604,0.7785234899328859,0.4893899158815991,0.5454545454545454,0.6507760917791263
0.6,0.4,3.0,0.2,4.0,0.3624161073825503,0.7751677852348994,0.49678654530642324,0.5454545454545454,0.650577565315098
0.5,0.2,5.0,0.2,4.0,0.33557046979865773,0.761744966442953,0.49585504021705207,0.5681818181818182,0.6504980367194323
0.7,0.6,7.0,0.3,2.0,0.3624161073825503,0.7818791946308725,0.5021812251843152,0.5303030303030303,0.6504667514432083
0.8,0.4,5.0,0.4,2.0,0.35906040268456374,0.7583892617449665,0.5026597486433277,0.5681818181818182,0.6501811260556942
0.5,0.0,3.0,0.2,2.0,0.348993288590604,0.7483221476510067,0.48745360936507953,0.5946969696969697,0.6500608866076101
0.5,0.2,7.0,0.3,4.0,0.3523489932885906,0.7483221476510067,0.5150097987132547,0.5757575757575758,0.649890306295427
0.8,0.8,7.0,0.4,2.0,0.3523489932885906,0.7651006711409396,0.513643506618482,0.5454545454545454,0.6489154005305298
0.5,0.2,7.0,0.3,2.0,0.3523489932885906,0.7483221476510067,0.5157704743461213,0.571969696969697,0.6489060777856368
0.6,0.6,7.0,0.2,2.0,0.36577181208053694,0.7751677852348994,0.4914390517607479,0.5416666666666666,0.6483717029695992
0.8,0.8,3.0,0.2,4.0,0.3624161073825503,0.7953020134228188,0.4801428741995161,0.5151515151515151,0.6482250360967672
0.7,0.2,3.0,0.2,2.0,0.3288590604026846,0.7483221476510067,0.48368363170455764,0.5909090909090909,0.6481705274391422
0.8,0.8,5.0,0.4,4.0,0.3724832214765101,0.785234899328859,0.4928172694296933,0.5227272727272727,0.64799908536855
0.7,0.6,5.0,0.3,4.0,0.35906040268456374,0.7718120805369127,0.49780993909938437,0.5416666666666666,0.6479680280883332
0.8,0.4,3.0,0.3,4.0,0.3624161073825503,0.7550335570469798,0.497188411363274,0.5681818181818182,0.6474090062506902
0.7,0.8,5.0,0.2,4.0,0.35570469798657717,0.785234899328859,0.48891905245751843,0.5227272727272727,0.6472194419741151
0.8,0.6,3.0,0.2,4.0,0.34563758389261745,0.7651006711409396,0.4991209810718823,0.5492424242424242,0.6471472590575735
0.7,0.8,7.0,0.2,4.0,0.3691275167785235,0.7718120805369127,0.5045594916596845,0.5340909090909091,0.647045211327666
0.7,0.4,3.0,0.3,4.0,0.3523489932885906,0.785234899328859,0.4821992471165797,0.5265151515151515,0.6470118445422909
0.7,0.2,5.0,0.3,2.0,0.35906040268456374,0.7348993288590604,0.49992744304844816,0.5984848484848485,0.6469806075846745
0.8,0.8,7.0,0.4,4.0,0.35570469798657717,0.7651006711409396,0.5034574583157083,0.5454545454545454,0.646878190869975
0.8,0.8,3.0,0.2,2.0,0.3624161073825503,0.7818791946308725,0.47851396931794626,0.5340909090909091,0.6468696639062983
0.6,0.4,7.0,0.3,2.0,0.36577181208053694,0.7651006711409396,0.497415556451692,0.5492424242424242,0.6468061741335355
0.7,0.0,3.0,0.3,2.0,0.34563758389261745,0.7315436241610739,0.49021509221863263,0.6098484848484849,0.6467693759788089
0.8,0.6,5.0,0.3,4.0,0.33557046979865773,0.761744966442953,0.5047925090681447,0.5492424242424242,0.6466037123078328
0.5,0.4,7.0,0.3,4.0,0.34563758389261745,0.7718120805369127,0.49996241534287383,0.5340909090909091,0.6461257960643039
0.8,0.4,3.0,0.3,2.0,0.34563758389261745,0.761744966442953,0.4904130421758079,0.5568181818181818,0.6460005462020926
0.5,0.2,5.0,0.2,2.0,0.3523489932885906,0.7281879194630873,0.5107709109897932,0.5984848484848485,0.6457935964749568
0.7,0.0,5.0,0.4,2.0,0.3288590604026846,0.7315436241610739,0.49060726985051717,0.6060606060606061,0.6457114478688222
0.6,0.2,7.0,0.4,2.0,0.348993288590604,0.7516778523489933,0.5078455935324958,0.5606060606060606,0.645589863062814
0.8,0.0,3.0,0.4,2.0,0.3422818791946309,0.7416107382550335,0.46893225004074085,0.6022727272727273,0.6452736373174832
0.5,0.0,5.0,0.3,4.0,0.348993288590604,0.7315436241610739,0.5053220743309302,0.5946969696969697,0.645245317855814
0.8,0.2,3.0,0.4,4.0,0.3724832214765101,0.7449664429530202,0.49986849513491605,0.5757575757575758,0.645184193230766
0.5,0.4,3.0,0.2,4.0,0.3724832214765101,0.7684563758389261,0.4921050752993361,0.5416666666666666,0.6451492029793302
0.6,0.2,3.0,0.2,2.0,0.3422818791946309,0.7483221476510067,0.49092701124177685,0.5757575757575758,0.6450737488011314
0.6,0.6,5.0,0.2,2.0,0.36577181208053694,0.7818791946308725,0.4896703988033482,0.5189393939393939,0.644555495257924
0.8,0.8,5.0,0.4,2.0,0.3691275167785235,0.7651006711409396,0.5024976779780895,0.5378787878787878,0.6444135075297241
0.8,0.6,3.0,0.4,2.0,0.3691275167785235,0.785234899328859,0.47960210923853613,0.5189393939393939,0.6442196896939549
0.5,0.4,5.0,0.2,4.0,0.3523489932885906,0.7718120805369127,0.4951536864462253,0.5303030303030303,0.6440276866486105
0.5,0.0,5.0,0.4,4.0,0.3422818791946309,0.7416107382550335,0.49441508020107844,0.5795454545454546,0.6435520215313688
0.5,0.6,7.0,0.2,2.0,0.3724832214765101,0.7684563758389261,0.4952866592632808,0.5340909090909091,0.643512792499392
0.6,0.8,7.0,0.2,4.0,0.3624161073825503,0.7751677852348994,0.49550051145995067,0.5227272727272727,0.6435021767276217
0.6,0.4,7.0,0.3,4.0,0.3523489932885906,0.7583892617449665,0.5066434562744688,0.5416666666666666,0.643023322127377
0.7,0.4,5.0,0.3,4.0,0.33557046979865773,0.7684563758389261,0.4922505092159567,0.5340909090909091,0.6429055624899271
0.8,0.8,5.0,0.3,4.0,0.37919463087248323,0.7550335570469798,0.49732977216855995,0.553030303030303,0.6428918238662928
0.5,0.6,7.0,0.2,4.0,0.35570469798657717,0.7785234899328859,0.48773292474094654,0.5189393939393939,0.6424901480964504
0.7,0.0,3.0,0.3,4.0,0.32550335570469796,0.7315436241610739,0.47931275079852687,0.6022727272727273,0.6423161804220605
0.8,0.6,5.0,0.4,4.0,0.3523489932885906,0.761744966442953,0.4938054607537582,0.5416666666666666,0.6421335753722281
0.7,0.0,3.0,0.4,2.0,0.3422818791946309,0.7516778523489933,0.47172163943708045,0.571969696969697,0.6417741631528219
0.5,0.4,5.0,0.2,2.0,0.3523489932885906,0.7684563758389261,0.49050388763517516,0.5303030303030303,0.6414198745374072
0.5,0.4,5.0,0.3,4.0,0.37919463087248323,0.7785234899328859,0.4921930905938824,0.5113636363636364,0.6411094539943104
0.5,0.4,7.0,0.3,2.0,0.36577181208053694,0.7684563758389261,0.49431810970551276,0.5265151515151515,0.641046355315111
0.5,0.2,7.0,0.4,4.0,0.35570469798657717,0.7483221476510067,0.5037463002981369,0.553030303030303,0.6408194247942216
0.7,0.6,3.0,0.2,4.0,0.3724832214765101,0.7684563758389261,0.4808752709761499,0.5340909090909091,0.6406305148419658
0.5,0.0,5.0,0.3,2.0,0.348993288590604,0.7348993288590604,0.49534606056767533,0.5795454545454546,0.6403825129067016
0.6,0.0,5.0,0.4,4.0,0.3422818791946309,0.7248322147651006,0.5018702939872371,0.5909090909090909,0.640062893452725
0.8,0.8,5.0,0.3,2.0,0.35570469798657717,0.7718120805369127,0.4894922078329875,0.5189393939393939,0.6394863000168721
0.6,0.4,7.0,0.4,4.0,0.35570469798657717,0.761744966442953,0.4967434697268393,0.5303030303030303,0.6393120862577534
0.6,0.4,5.0,0.3,2.0,0.3624161073825503,0.761744966442953,0.49015322190931276,0.5340909090909091,0.6391304003306117
0.7,0.4,7.0,0.4,2.0,0.348993288590604,0.7449664429530202,0.50675032902683,0.5492424242424242,0.6386060145546033
0.8,0.6,3.0,0.2,2.0,0.35906040268456374,0.761744966442953,0.48169189458138023,0.5378787878787878,0.6385744985013889
0.5,0.0,3.0,0.3,4.0,0.3422818791946309,0.7483221476510067,0.47535083968413927,0.5643939393939394,0.638549423580513
0.6,0.2,7.0,0.4,4.0,0.3422818791946309,0.738255033557047,0.5047072897215411,0.5606060606060606,0.6382507929046499
0.8,0.6,5.0,0.4,2.0,0.3523489932885906,0.7449664429530202,0.49336304956446236,0.5568181818181818,0.6382012859348571
0.7,0.2,3.0,0.3,2.0,0.348993288590604,0.7550335570469798,0.48362651043767163,0.5454545454545454,0.6378784442473879
0.6,0.0,3.0,0.3,4.0,0.3288590604026846,0.7315436241610739,0.48463406660252406,0.5833333333333334,0.6376986254010417
0.6,0.2,5.0,0.3,4.0,0.3422818791946309,0.7348993288590604,0.5092620135359066,0.5606060606060606,0.6374838853185297
0.6,0.6,5.0,0.3,2.0,0.35906040268456374,0.7751677852348994,0.48728810363368735,0.5075757575757576,0.6373142406169144
0.7,0.2,5.0,0.4,4.0,0.3523489932885906,0.7348993288590604,0.5121666730331869,0.5568181818181818,0.6369284535816221
0.8,0.6,3.0,0.3,2.0,0.3691275167785235,0.7583892617449665,0.4872905598340061,0.5340909090909091,0.6368800155665572
0.6,0.4,7.0,0.4,2.0,0.36577181208053694,0.7583892617449665,0.4921598667623215,0.5303030303030303,0.6367175133158567
0.6,0.2,5.0,0.3,2.0,0.3422818791946309,0.7416107382550335,0.4939729893630226,0.5568181818181818,0.6366454215455759
0.6,0.0,3.0,0.3,2.0,0.3422818791946309,0.7449664429530202,0.47981772913889087,0.5606060606060606,0.6366285854861065
0.7,0.8,5.0,0.2,2.0,0.3624161073825503,0.7785234899328859,0.48619986819564315,0.5,0.6365017186055716
0.6,0.0,5.0,0.4,2.0,0.3523489932885906,0.7281879194630873,0.4903976823575475,0.5795454545454546,0.6360371325666895
0.6,0.4,5.0,0.2,2.0,0.35570469798657717,0.7348993288590604,0.500229919543995,0.5606060606060606,0.6356774665201474
0.5,0.2,7.0,0.4,2.0,0.3422818791946309,0.761744966442953,0.48712093249673766,0.5227272727272727,0.6351148515390057
0.5,0.2,3.0,0.2,2.0,0.35570469798657717,0.7583892617449665,0.48263487878833955,0.5303030303030303,0.6348125157210602
0.6,0.4,3.0,0.2,2.0,0.34563758389261745,0.7684563758389261,0.47940918072087874,0.5151515151515151,0.6346554786090934
0.6,0.6,5.0,0.4,4.0,0.35906040268456374,0.7718120805369127,0.4761948381040382,0.5113636363636364,0.6345540987983549
0.6,0.4,5.0,0.3,4.0,0.3624161073825503,0.761744966442953,0.48427727606962334,0.5227272727272727,0.6345461202535829
0.7,0.2,3.0,0.4,4.0,0.348993288590604,0.7583892617449665,0.4805402512260056,0.5303030303030303,0.6343935902085934
0.5,0.2,5.0,0.3,4.0,0.3422818791946309,0.7416107382550335,0.4940250591034886,0.5492424242424242,0.6343831082209417
0.6,0.4,3.0,0.3,2.0,0.36577181208053694,0.7818791946308725,0.4599684447883159,0.5037878787878788,0.6340696499094631
0.6,0.6,7.0,0.3,2.0,0.3624161073825503,0.7684563758389261,0.48687147240430523,0.5075757575757576,0.6338752096730513
0.7,0.6,7.0,0.4,4.0,0.3523489932885906,0.7718120805369127,0.4836510424432398,0.5037878787878788,0.633772612393468
0.7,0.6,3.0,0.2,2.0,0.37583892617449666,0.761744966442953,0.48601400688635815,0.5189393939393939,0.6337571027805663
0.8,0.4,3.0,0.4,4.0,0.33221476510067116,0.7550335570469798,0.47920844281966435,0.5340909090909091,0.6335857398146956
0.8,0.6,3.0,0.4,4.0,0.348993288590604,0.7718120805369127,0.4765313069021362,0.5075757575757576,0.633485028921611
0.5,0.0,5.0,0.4,2.0,0.348993288590604,0.738255033557047,0.49709806139114154,0.5492424242424242,0.6333198563294791
0.7,0.2,5.0,0.4,2.0,0.3523489932885906,0.7449664429530202,0.4914188137666519,0.5416666666666666,0.6332669842298404
0.6,0.2,3.0,0.3,2.0,0.35570469798657717,0.7583892617449665,0.47487154076576693,0.5303030303030303,0.6332598481165457
0.8,0.4,3.0,0.4,2.0,0.3389261744966443,0.7550335570469798,0.4816214766582491,0.5303030303030303,0.6329319829460489
0.5,0.6,5.0,0.2,2.0,0.35906040268456374,0.7684563758389261,0.4762778158111371,0.5113636363636364,0.6328928419907813
0.5,0.2,5.0,0.3,2.0,0.3422818791946309,0.738255033557047,0.4946422215187997,0.5492424242424242,0.6328286883550107
0.6,0.6,5.0,0.2,4.0,0.35570469798657717,0.7550335570469798,0.49200724531305623,0.5227272727272727,0.632736409404283
0.6,0.8,7.0,0.3,4.0,0.35906040268456374,0.7718120805369127,0.4710380263413199,0.5075757575757576,0.6323863728094476
0.6,0.4,5.0,0.4,4.0,0.3691275167785235,0.761744966442953,0.482867299879485,0.5151515151515151,0.631991397742828
0.7,0.8,7.0,0.4,4.0,0.35570469798657717,0.7651006711409396,0.4845872820290785,0.5075757575757576,0.6317405192490128
0.6,0.6,3.0,0.2,2.0,0.348993288590604,0.7818791946308725,0.4649400793407432,0.49242424242424243,0.6316548859108576
0.5,0.4,7.0,0.4,4.0,0.3523489932885906,0.7516778523489933,0.49389636707070633,0.5227272727272727,0.6314363814068198
0.7,0.6,3.0,0.4,4.0,0.3523489932885906,0.7718120805369127,0.4772914994306461,0.5,0.6313643401545855
0.7,0.0,3.0,0.4,4.0,0.33557046979865773,0.7416107382550335,0.47319447589333913,0.553030303030303,0.6313533552152755
0.5,0.2,5.0,0.4,2.0,0.33557046979865773,0.7583892617449665,0.47617201819424715,0.5227272727272727,0.6312472163295144
0.7,0.8,5.0,0.4,4.0,0.348993288590604,0.7651006711409396,0.47956216649030803,0.5075757575757576,0.6307354961412587
0.7,0.6,5.0,0.2,2.0,0.348993288590604,0.7516778523489933,0.4899820946228636,0.5227272727272727,0.6306535269172513
0.5,0.4,5.0,0.3,2.0,0.3523489932885906,0.761744966442953,0.48052786743161624,0.5113636363636364,0.6303871476168907
0.7,0.6,5.0,0.3,2.0,0.35570469798657717,0.7516778523489933,0.48275030846380435,0.5265151515151515,0.630343533321803
0.7,0.4,3.0,0.3,2.0,0.348993288590604,0.7550335570469798,0.474184836400105,0.5265151515151515,0.6303082912580563
0.8,0.8,3.0,0.3,2.0,0.37919463087248323,0.7583892617449665,0.4826020182079897,0.5151515151515151,0.6302604890595357
0.6,0.8,3.0,0.2,4.0,0.35906040268456374,0.785234899328859,0.4586659159940813,0.48484848484848486,0.6298051783177913
0.8,0.8,3.0,0.4,4.0,0.34563758389261745,0.7751677852348994,0.4721895605785876,0.49242424242424243,0.62974907746044
0.8,0.8,3.0,0.3,4.0,0.36577181208053694,0.761744966442953,0.47951405465782404,0.5075757575757576,0.6290480214257685
0.7,0.6,5.0,0.4,4.0,0.35570469798657717,0.761744966442953,0.4790982709605748,0.5075757575757576,0.6289648646863186
0.6,0.6,3.0,0.2,4.0,0.3422818791946309,0.7684563758389261,0.4678318121853714,0.5037878787878788,0.628930913992901
0.5,0.0,7.0,0.4,2.0,0.35570469798657717,0.7046979865771812,0.5076282579564336,0.5833333333333334,0.6288746448798774
0.6,0.8,7.0,0.2,2.0,0.3724832214765101,0.7550335570469798,0.4869138561618111,0.5113636363636364,0.628308640664943
0.5,0.6,7.0,0.3,4.0,0.35570469798657717,0.7684563758389261,0.4810580659565769,0.49242424242424243,0.6281670738380511
0.6,0.8,5.0,0.2,2.0,0.3624161073825503,0.7751677852348994,0.47397318812279515,0.48484848484848486,0.6278330756965542
0.5,0.4,3.0,0.3,4.0,0.35906040268456374,0.7718120805369127,0.46305817515196857,0.4962121212121212,0.6273813116624865
0.7,0.8,7.0,0.3,4.0,0.35570469798657717,0.7516778523489933,0.47874795149787663,0.5189393939393939,0.6272703346558901
0.7,0.6,5.0,0.4,2.0,0.3691275167785235,0.7583892617449665,0.4733015629544452,0.5113636363636364,0.6272640343724631
0.7,0.4,3.0,0.4,4.0,0.3389261744966443,0.7751677852348994,0.45923533465672955,0.49242424242424243,0.6271582322760684
0.5,0.0,3.0,0.4,2.0,0.3288590604026846,0.738255033557047,0.4711205072148758,0.5454545454545454,0.6269879818578623
0.7,0.2,3.0,0.4,2.0,0.3523489932885906,0.7416107382550335,0.4787319430189867,0.5340909090909091,0.6267790304585868
0.6,0.2,5.0,0.4,4.0,0.348993288590604,0.7416107382550335,0.48886283592388363,0.5265151515151515,0.626532481766839
0.5,0.0,3.0,0.3,2.0,0.34563758389261745,0.7348993288590604,0.4710108197960689,0.5492424242424242,0.6264245556614713
0.6,0.0,3.0,0.4,4.0,0.33221476510067116,0.7348993288590604,0.4740416293485548,0.5454545454545454,0.6258943539356048
0.6,0.8,5.0,0.3,4.0,0.35906040268456374,0.761744966442953,0.474989699227419,0.5,0.6258704230669603
0.6,0.6,5.0,0.3,4.0,0.3523489932885906,0.761744966442953,0.47432513922242586,0.5,0.6257375110659616
0.5,0.4,5.0,0.4,4.0,0.36577181208053694,0.761744966442953,0.4736041585932985,0.5,0.6255933149401363
0.5,0.6,5.0,0.2,4.0,0.3624161073825503,0.7583892617449665,0.48139996053276135,0.5,0.6254746229790354
0.5,0.2,5.0,0.4,4.0,0.3389261744966443,0.738255033557047,0.48444098982210004,0.5303030303030303,0.6251066238338526
0.7,0.8,3.0,0.3,4.0,0.3691275167785235,0.7751677852348994,0.4642306774072182,0.4810606060606061,0.6247482099170751
0.6,0.8,7.0,0.3,2.0,0.35906040268456374,0.761744966442953,0.474109349248457,0.4962121212121212,0.6245579894348043
0.6,0.6,7.0,0.3,4.0,0.3523489932885906,0.7483221476510067,0.4791015627250331,0.5151515151515151,0.6245268409159646
0.6,0.4,3.0,0.4,4.0,0.35906040268456374,0.7684563758389261,0.4616479168968685,0.49242424242424243,0.6242850440261095
0.5,0.4,3.0,0.3,2.0,0.3691275167785235,0.7449664429530202,0.4795250438153861,0.5189393939393939,0.6240700484214055
0.7,0.6,3.0,0.3,2.0,0.348993288590604,0.7516778523489933,0.47939686288414374,0.5075757575757576,0.6239910260240527
0.7,0.8,3.0,0.2,4.0,0.3724832214765101,0.761744966442953,0.47123716524776504,0.4962121212121212,0.623983552634666
0.7,0.8,3.0,0.4,2.0,0.3624161073825503,0.7718120805369127,0.4631028857637151,0.48484848484848486,0.6239811628757448
0.6,0.6,7.0,0.4,4.0,0.3624161073825503,0.7516778523489933,0.4848602089822265,0.5037878787878788,0.6239473316073056
0.5,0.0,3.0,0.4,4.0,0.3523489932885906,0.7348993288590604,0.48054520224570435,0.5340909090909091,0.6237859776059438
0.7,0.8,5.0,0.3,4.0,0.36577181208053694,0.7583892617449665,0.47193765785936564,0.5,0.6235821624443563
0.6,0.2,3.0,0.4,4.0,0.34563758389261745,0.7348993288590604,0.4732272509849762,0.5378787878787878,0.6234587509901618
0.5,0.4,7.0,0.4,2.0,0.3523489932885906,0.7516778523489933,0.4819215847195021,0.5037878787878788,0.6233596067547607
0.5,0.6,3.0,0.2,4.0,0.3691275167785235,0.7583892617449665,0.47026179502996324,0.5,0.6232469898784758
0.7,0.8,3.0,0.2,2.0,0.3825503355704698,0.7550335570469798,0.4728193618374377,0.5037878787878788,0.623217014527341
0.5,0.2,3.0,0.4,2.0,0.33557046979865773,0.7751677852348994,0.45563756661013677,0.4810606060606061,0.6230295877576589
0.7,0.6,3.0,0.3,4.0,0.34563758389261745,0.7684563758389261,0.4667162228467989,0.48484848484848486,0.6230259779433683
0.5,0.6,5.0,0.3,4.0,0.35906040268456374,0.7550335570469798,0.4713943393117165,0.5037878787878788,0.6229320100221968
0.6,0.6,3.0,0.3,2.0,0.3523489932885906,0.761744966442953,0.46328968468779846,0.4962121212121212,0.6223940565226727
0.7,0.6,7.0,0.4,2.0,0.3523489932885906,0.7550335570469798,0.4824452353949273,0.49242424242424243,0.6217330983297481
0.6,0.8,5.0,0.2,4.0,0.35906040268456374,0.761744966442953,0.46996339668670434,0.48863636363636365,0.6214560716497265
0.6,0.4,3.0,0.3,4.0,0.36577181208053694,0.7483221476510067,0.47450452221232553,0.5075757575757576,0.6213347055406957
0.6,0.4,5.0,0.4,2.0,0.3422818791946309,0.761744966442953,0.46895623229593475,0.48863636363636365,0.6212546387715725
0.6,0.2,5.0,0.4,2.0,0.34563758389261745,0.7348993288590604,0.4877250789402542,0.5189393939393939,0.6206764983993992
0.5,0.2,3.0,0.3,2.0,0.348993288590604,0.7550335570469798,0.46545982638561056,0.5,0.620608743800612
0.6,0.2,3.0,0.3,4.0,0.3389261744966443,0.7315436241610739,0.47820355436875267,0.5303030303030303,0.6205034320451965
0.7,0.4,5.0,0.4,2.0,0.35570469798657717,0.7516778523489933,0.47854788547220145,0.4962121212121212,0.6204121396325732
0.5,0.4,3.0,0.2,2.0,0.37919463087248323,0.7550335570469798,0.47340036139687963,0.49242424242424243,0.6199241235301386
0.8,0.8,3.0,0.4,2.0,0.35906040268456374,0.7651006711409396,0.46491814672721693,0.4810606060606061,0.6198521467340949
0.5,0.8,7.0,0.2,2.0,0.3825503355704698,0.7583892617449665,0.4804987370061483,0.4810606060606061,0.6196125600918947
0.5,0.4,3.0,0.4,2.0,0.35570469798657717,0.761744966442953,0.4594520826663773,0.48863636363636365,0.619353808845661
0.6,0.8,3.0,0.2,2.0,0.3523489932885906,0.7684563758389261,0.458399043368381,0.4772727272727273,0.6190898147749574
0.6,0.0,3.0,0.4,2.0,0.3523489932885906,0.7315436241610739,0.47628559249841085,0.5265151515151515,0.6189834760347646
0.5,0.6,3.0,0.2,2.0,0.35570469798657717,0.7550335570469798,0.47423472882381024,0.48863636363636365,0.618954633379161
0.7,0.8,5.0,0.3,2.0,0.36577181208053694,0.7516778523489933,0.47687004465747856,0.49242424242424243,0.6189402078332651
0.6,0.8,5.0,0.3,2.0,0.35906040268456374,0.7651006711409396,0.4600032349499707,0.4810606060606061,0.6188691643786457
0.7,0.8,3.0,0.3,2.0,0.37583892617449666,0.7583892617449665,0.4692877314923421,0.48484848484848486,0.6185067226254971
0.7,0.6,5.0,0.2,4.0,0.3624161073825503,0.7248322147651006,0.4899974944734715,0.5265151515151515,0.61837015173179
0.5,0.6,3.0,0.3,4.0,0.35906040268456374,0.7583892617449665,0.4628907801898909,0.48863636363636365,0.6183636960013704
0.6,0.6,3.0,0.3,4.0,0.3691275167785235,0.7583892617449665,0.46137629127382423,0.48863636363636365,0.6180607982181572
0.7,0.4,5.0,0.4,4.0,0.3691275167785235,0.7281879194630873,0.49111224999993847,0.5189393939393939,0.6179982279133496
0.7,0.6,3.0,0.4,2.0,0.3389261744966443,0.761744966442953,0.4582812297294852,0.48484848484848486,0.617983274621919
0.6,0.8,7.0,0.4,2.0,0.35570469798657717,0.7684563758389261,0.4638693026654128,0.4696969696969697,0.6179111393616366
0.5,0.8,3.0,0.2,2.0,0.37583892617449666,0.761744966442953,0.46343484651995037,0.4810606060606061,0.6178776343436484
0.7,0.8,3.0,0.4,4.0,0.3691275167785235,0.761744966442953,0.46849333900616313,0.4772727272727273,0.6177529692045273
0.5,0.8,7.0,0.2,4.0,0.36577181208053694,0.738255033557047,0.48155501293836483,0.5075757575757576,0.6177112466389237
0.6,0.4,3.0,0.4,2.0,0.3422818791946309,0.7583892617449665,0.46295774253944005,0.48484848484848486,0.6172407248349167
0.5,0.2,3.0,0.4,4.0,0.3389261744966443,0.7516778523489933,0.4626713860386014,0.4962121212121212,0.6172368397458532
0.5,0.4,5.0,0.4,2.0,0.35906040268456374,0.7449664429530202,0.47589775443557125,0.4962121212121212,0.6165264087272607
0.6,0.6,7.0,0.4,2.0,0.35906040268456374,0.7516778523489933,0.4702585139131,0.48863636363636365,0.6164815380480257
0.6,0.2,3.0,0.4,2.0,0.35570469798657717,0.7416107382550335,0.4721159498386791,0.5037878787878788,0.6163649227316162
0.7,0.4,3.0,0.4,2.0,0.348993288590604,0.7583892617449665,0.4577172919916921,0.48484848484848486,0.6161926347253671
0.5,0.6,3.0,0.3,2.0,0.3624161073825503,0.7550335570469798,0.4595275725742342,0.48863636363636365,0.6160132021292458
0.5,0.8,5.0,0.2,4.0,0.37583892617449666,0.761744966442953,0.47009434587233634,0.4696969696969697,0.6158004433050346
0.6,0.6,3.0,0.4,4.0,0.36577181208053694,0.7516778523489933,0.46210853287917947,0.48863636363636365,0.6148515418412417
0.5,0.2,3.0,0.3,4.0,0.34563758389261745,0.7315436241610739,0.4762524649906519,0.5113636363636364,0.6144313959877582
0.5,0.6,7.0,0.4,4.0,0.35570469798657717,0.7516778523489933,0.4692714703702766,0.4810606060606061,0.6140114020667338
0.7,0.8,7.0,0.3,2.0,0.3523489932885906,0.7348993288590604,0.4813508628196419,0.5,0.6137198369934587
0.5,0.8,3.0,0.3,2.0,0.36577181208053694,0.761744966442953,0.4572611205189821,0.4696969696969697,0.6132337982343637
0.5,0.6,3.0,0.4,4.0,0.3624161073825503,0.7583892617449665,0.4590281796598994,0.4734848484848485,0.6130457213499176
0.5,0.8,7.0,0.3,4.0,0.3624161073825503,0.7416107382550335,0.47005659348946693,0.49242424242424243,0.6125439605526829
0.6,0.8,7.0,0.4,4.0,0.3624161073825503,0.7416107382550335,0.4743227252752288,0.48863636363636365,0.6122608232734716
0.5,0.8,5.0,0.3,2.0,0.35570469798657717,0.7583892617449665,0.45804100526816505,0.4696969696969697,0.6117119228352071
0.5,0.8,7.0,0.4,2.0,0.3523489932885906,0.7583892617449665,0.4572019373163853,0.4696969696969697,0.6115441092448513
0.6,0.8,3.0,0.4,4.0,0.35570469798657717,0.7550335570469798,0.458762939644552,0.4734848484848485,0.6113148209978548
0.5,0.6,7.0,0.3,2.0,0.35570469798657717,0.7348993288590604,0.47970009024618737,0.49242424242424243,0.6111169552060404
0.6,0.8,5.0,0.4,4.0,0.36577181208053694,0.7483221476510067,0.46023277499723436,0.4810606060606061,0.610525810643132
0.5,0.8,7.0,0.3,2.0,0.37919463087248323,0.7483221476510067,0.47000997912536496,0.4734848484848485,0.6102085241960309
0.5,0.6,5.0,0.4,4.0,0.35570469798657717,0.7516778523489933,0.4556895854339288,0.4772727272727273,0.6101586614431006
0.5,0.8,5.0,0.2,2.0,0.3724832214765101,0.7416107382550335,0.4692415594609222,0.48484848484848486,0.6101082264742467
0.6,0.6,5.0,0.4,2.0,0.35906040268456374,0.738255033557047,0.4692723520941129,0.48863636363636365,0.6095728962882552
0.5,0.6,7.0,0.4,2.0,0.3624161073825503,0.7483221476510067,0.4604330317859196,0.4772727272727273,0.6094294983645054
0.6,0.8,3.0,0.4,2.0,0.3724832214765101,0.7583892617449665,0.45165276417300587,0.4659090909090909,0.6092979109798118
